PlayerID,RegistrationDate,Country,Age,Platform,CampaignID,Acquisition Channel,AcquisitionScenarioID,AcquisitionScenarioName,AcquisitionScenarioType,Player Type
4160,2024-04-03,United Kingdom,28,Steam,5,Steam Wishlist,,,,Builder
4161,2024-04-03,Poland,27,Steam,4,Organic Search,,,,Explorer
4162,2024-04-03,United Kingdom,39,Steam,28,Paid User Acquisition,,,,Builder
4163,2024-04-03,Poland,16,PlayStation,6,Steam Wishlist,,,,Hardcore
4164,2024-04-03,Poland,22,Steam,15,Seasonal Sale,,,,Hardcore
4165,2024-04-03,United Kingdom,16,Steam,4,Organic Search,,,,Hardcore
4166,2024-04-04,South Korea,22,Xbox,4,Organic Search,,,,Explorer
4167,2024-04-04,Turkey,30,Steam,30,Paid User Acquisition,,,,Casual
4168,2024-04-04,Japan,24,Steam,5,Steam Wishlist,,,,Casual
4169,2024-04-04,United States,32,Steam,11,Platform Store Feature,,,,Explorer
4170,2024-04-04,United States,26,Steam,16,Seasonal Sale,,,,Casual
4171,2024-04-04,South Korea,23,Steam,25,Friend Referral,,,,Hardcore
4172,2024-04-04,Poland,64,PlayStation,16,Seasonal Sale,,,,Explorer
4173,2024-04-04,Australia,21,PlayStation,7,Steam Wishlist,,,,Casual
4174,2024-04-04,France,20,Steam,10,Platform Store Feature,,,,Casual
4175,2024-04-04,United Kingdom,21,PlayStation,11,Platform Store Feature,,,,Explorer
4176,2024-04-04,Japan,39,Steam,22,Creator/Streamer,,,,Hardcore
4177,2024-04-04,Germany,24,Steam,15,Seasonal Sale,,,,Casual
4178,2024-04-04,Australia,34,Steam,5,Steam Wishlist,,,,Trader
4179,2024-04-04,Poland,20,Steam,5,Steam Wishlist,,,,Trader
4180,2024-04-04,United States,20,PlayStation,22,Creator/Streamer,,,,Explorer
4181,2024-04-04,Japan,50,PlayStation,20,Creator/Streamer,,,,Explorer
4182,2024-04-04,United States,21,PlayStation,7,Steam Wishlist,,,,Trader
4183,2024-04-04,United Kingdom,25,PlayStation,20,Creator/Streamer,,,,Explorer
4184,2024-04-04,United Kingdom,35,Steam,16,Seasonal Sale,,,,Hardcore
4185,2024-04-04,United States,25,PlayStation,16,Seasonal Sale,,,,Explorer
4186,2024-04-04,Japan,22,PlayStation,23,Friend Referral,,,,Casual
4187,2024-04-04,Australia,22,Steam,2,Organic Search,,,,Explorer
4188,2024-04-04,Canada,24,Xbox,12,Platform Store Feature,,,,Hardcore
4189,2024-04-04,Japan,27,Steam,25,Friend Referral,,,,Casual
4190,2024-04-04,Brazil,27,Steam,6,Steam Wishlist,,,,Builder
4191,2024-04-04,Australia,28,PlayStation,22,Creator/Streamer,,,,Casual
4192,2024-04-04,Spain,20,Steam,4,Organic Search,,,,Casual
4193,2024-04-04,Spain,36,Xbox,9,Steam Wishlist,,,,Explorer
4194,2024-04-04,United States,35,PlayStation,3,Organic Search,,,,Explorer
4195,2024-04-04,Japan,18,Steam,7,Steam Wishlist,,,,Casual
4196,2024-04-04,Germany,41,PlayStation,1,Organic Search,,,,Builder
4197,2024-04-04,United States,23,Xbox,18,Creator/Streamer,,,,Hardcore
4198,2024-04-04,Spain,26,Xbox,16,Seasonal Sale,,,,Explorer
4199,2024-04-04,Spain,30,Steam,7,Steam Wishlist,,,,Trader
4200,2024-04-04,Germany,16,PlayStation,5,Steam Wishlist,,,,Casual
4201,2024-04-04,Sweden,20,Steam,14,Seasonal Sale,,,,Builder
4202,2024-04-04,United States,23,Steam,10,Platform Store Feature,,,,Hardcore
4203,2024-04-04,Spain,48,Steam,9,Steam Wishlist,,,,Casual
4204,2024-04-04,United States,27,Steam,6,Steam Wishlist,,,,Casual
4205,2024-04-04,Japan,20,Steam,2,Organic Search,,,,Casual
4206,2024-04-04,United Kingdom,23,Xbox,15,Seasonal Sale,,,,Explorer
4207,2024-04-04,United States,41,Steam,26,Paid User Acquisition,,,,Trader
4208,2024-04-04,Australia,40,Steam,2,Organic Search,,,,Explorer
4209,2024-04-04,United Kingdom,19,Steam,21,Creator/Streamer,,,,Trader
4210,2024-04-04,Japan,16,Steam,1,Organic Search,,,,Trader
4211,2024-04-04,Brazil,30,PlayStation,16,Seasonal Sale,,,,Casual
4212,2024-04-04,United Kingdom,44,Steam,3,Organic Search,,,,Casual
4213,2024-04-04,Brazil,34,Steam,3,Organic Search,,,,Explorer
4214,2024-04-04,Canada,37,Steam,2,Organic Search,,,,Explorer
4215,2024-04-04,United States,19,Steam,7,Steam Wishlist,,,,Explorer
4216,2024-04-04,United States,18,Steam,4,Organic Search,,,,Explorer
4217,2024-04-04,United States,26,Steam,23,Friend Referral,,,,Casual
4218,2024-04-04,United Kingdom,26,Xbox,13,Platform Store Feature,,,,Explorer
4219,2024-04-04,Netherlands,39,Xbox,14,Seasonal Sale,,,,Explorer
4220,2024-04-04,South Korea,30,Xbox,14,Seasonal Sale,,,,Trader
4221,2024-04-04,United States,23,Steam,9,Steam Wishlist,,,,Hardcore
4222,2024-04-04,Turkey,23,Xbox,15,Seasonal Sale,,,,Builder
4223,2024-04-04,Netherlands,28,Steam,13,Platform Store Feature,,,,Explorer
4224,2024-04-04,United States,27,Steam,12,Platform Store Feature,,,,Builder
4225,2024-04-04,Germany,20,Steam,16,Seasonal Sale,,,,Trader
4226,2024-04-04,United States,29,PlayStation,3,Organic Search,,,,Casual
4227,2024-04-04,Canada,24,PlayStation,1,Organic Search,,,,Hardcore
4228,2024-04-04,Brazil,22,Steam,27,Paid User Acquisition,,,,Explorer
4229,2024-04-04,Netherlands,29,Steam,22,Creator/Streamer,,,,Explorer
4230,2024-04-04,Spain,18,Steam,9,Steam Wishlist,,,,Builder
4231,2024-04-04,Japan,33,Steam,4,Organic Search,,,,Trader
4232,2024-04-04,Japan,17,PlayStation,26,Paid User Acquisition,,,,Trader
4233,2024-04-04,Poland,35,Steam,29,Paid User Acquisition,,,,Hardcore
4234,2024-04-04,Germany,35,Steam,6,Steam Wishlist,,,,Casual
4235,2024-04-04,Brazil,50,Steam,8,Steam Wishlist,,,,Hardcore
4236,2024-04-04,United Kingdom,24,PlayStation,9,Steam Wishlist,,,,Explorer
4237,2024-04-04,United States,34,Xbox,15,Seasonal Sale,,,,Explorer
4238,2024-04-04,United States,29,PlayStation,14,Seasonal Sale,,,,Builder
4239,2024-04-04,United States,33,PlayStation,21,Creator/Streamer,,,,Casual
4240,2024-04-04,Brazil,46,PlayStation,2,Organic Search,,,,Builder
4241,2024-04-04,United States,17,Steam,16,Seasonal Sale,,,,Hardcore
4242,2024-04-04,Turkey,48,Steam,10,Platform Store Feature,,,,Hardcore
4243,2024-04-04,United States,37,Steam,23,Friend Referral,,,,Explorer
4244,2024-04-04,Brazil,25,Steam,2,Organic Search,,,,Builder
4245,2024-04-04,Poland,26,Steam,16,Seasonal Sale,,,,Casual
4246,2024-04-04,Brazil,30,PlayStation,14,Seasonal Sale,,,,Casual
4247,2024-04-04,United States,37,PlayStation,23,Friend Referral,,,,Builder
4248,2024-04-04,Japan,35,Steam,17,Seasonal Sale,,,,Casual
4249,2024-04-04,United States,27,PlayStation,24,Friend Referral,,,,Trader
4250,2024-04-04,Australia,25,Steam,3,Organic Search,,,,Builder
4251,2024-04-04,United Kingdom,30,Steam,3,Organic Search,,,,Builder
4252,2024-04-04,South Korea,39,Xbox,3,Organic Search,,,,Hardcore
4253,2024-04-04,Brazil,27,Xbox,12,Platform Store Feature,,,,Explorer
4254,2024-04-05,Spain,30,Steam,11,Platform Store Feature,,,,Builder
4255,2024-04-05,United States,29,Steam,25,Friend Referral,,,,Casual
4256,2024-04-05,United States,28,PlayStation,16,Seasonal Sale,,,,Casual
4257,2024-04-05,Canada,23,Steam,8,Steam Wishlist,,,,Explorer
4258,2024-04-05,United Kingdom,35,Xbox,30,Paid User Acquisition,,,,Trader
4259,2024-04-05,Germany,18,Steam,9,Steam Wishlist,,,,Casual
4260,2024-04-05,South Korea,39,Steam,10,Platform Store Feature,,,,Casual
4261,2024-04-05,United States,42,Xbox,21,Creator/Streamer,,,,Explorer
4262,2024-04-05,Brazil,35,Steam,27,Paid User Acquisition,,,,Builder
4263,2024-04-05,France,31,Steam,13,Platform Store Feature,,,,Builder
4264,2024-04-05,United States,24,Steam,1,Organic Search,,,,Builder
4265,2024-04-05,Canada,36,Steam,6,Steam Wishlist,,,,Hardcore
4266,2024-04-05,Australia,25,PlayStation,2,Organic Search,,,,Casual
4267,2024-04-05,United States,45,Steam,9,Steam Wishlist,,,,Builder
4268,2024-04-05,Poland,38,Steam,17,Seasonal Sale,,,,Trader
4269,2024-04-05,Australia,33,Steam,15,Seasonal Sale,,,,Explorer
4270,2024-04-05,United Kingdom,28,Xbox,3,Organic Search,,,,Explorer
4271,2024-04-05,Brazil,44,Steam,20,Creator/Streamer,,,,Hardcore
4272,2024-04-05,Canada,26,Steam,2,Organic Search,,,,Explorer
4273,2024-04-05,United States,24,Xbox,17,Seasonal Sale,,,,Explorer
4274,2024-04-05,United States,22,Steam,1,Organic Search,,,,Explorer
4275,2024-04-05,United States,26,Xbox,1,Organic Search,,,,Explorer
4276,2024-04-05,Germany,26,Xbox,24,Friend Referral,,,,Casual
4277,2024-04-05,Germany,46,Steam,11,Platform Store Feature,,,,Casual
4278,2024-04-05,Germany,18,Steam,2,Organic Search,,,,Explorer
4279,2024-04-05,Canada,16,Steam,18,Creator/Streamer,,,,Casual
4280,2024-04-05,Canada,39,PlayStation,4,Organic Search,,,,Casual
4281,2024-04-05,Japan,25,Xbox,23,Friend Referral,,,,Casual
4282,2024-04-05,Germany,30,Xbox,6,Steam Wishlist,,,,Explorer
4283,2024-04-05,Australia,31,Xbox,14,Seasonal Sale,,,,Explorer
4284,2024-04-05,United States,30,Steam,9,Steam Wishlist,,,,Explorer
4285,2024-04-05,Netherlands,16,PlayStation,16,Seasonal Sale,,,,Trader
4286,2024-04-05,Canada,24,Steam,1,Organic Search,,,,Casual
4287,2024-04-05,United States,54,Steam,9,Steam Wishlist,,,,Explorer
4288,2024-04-05,United Kingdom,16,Steam,1,Organic Search,,,,Explorer
4289,2024-04-05,United States,18,Steam,22,Creator/Streamer,,,,Explorer
4290,2024-04-05,Australia,29,Steam,8,Steam Wishlist,,,,Hardcore
4291,2024-04-05,Brazil,22,Steam,9,Steam Wishlist,,,,Explorer
4292,2024-04-05,Spain,36,Steam,10,Platform Store Feature,,,,Trader
4293,2024-04-05,United States,38,PlayStation,15,Seasonal Sale,,,,Explorer
4294,2024-04-05,France,23,PlayStation,10,Platform Store Feature,,,,Hardcore
4295,2024-04-05,United States,31,Steam,12,Platform Store Feature,,,,Explorer
4296,2024-04-05,United States,45,Steam,4,Organic Search,,,,Builder
4297,2024-04-05,United States,35,Steam,25,Friend Referral,,,,Casual
4298,2024-04-05,Sweden,20,Steam,3,Organic Search,,,,Explorer
4299,2024-04-05,United States,35,Steam,5,Steam Wishlist,,,,Explorer
4300,2024-04-05,Germany,29,PlayStation,5,Steam Wishlist,,,,Casual
4301,2024-04-05,Germany,25,Steam,20,Creator/Streamer,,,,Builder
4302,2024-04-05,Japan,43,Xbox,5,Steam Wishlist,,,,Hardcore
4303,2024-04-05,Brazil,23,Steam,15,Seasonal Sale,,,,Builder
4304,2024-04-05,United States,24,PlayStation,30,Paid User Acquisition,,,,Builder
4305,2024-04-05,United Kingdom,22,Xbox,24,Friend Referral,,,,Trader
4306,2024-04-05,Turkey,33,Steam,3,Organic Search,,,,Explorer
4307,2024-04-05,United States,24,Steam,1,Organic Search,,,,Casual
4308,2024-04-05,Germany,33,Xbox,12,Platform Store Feature,,,,Casual
4309,2024-04-05,United States,36,Xbox,10,Platform Store Feature,,,,Trader
4310,2024-04-05,United States,63,Xbox,4,Organic Search,,,,Explorer
4311,2024-04-05,Canada,43,Steam,6,Steam Wishlist,,,,Casual
4312,2024-04-05,Germany,28,Xbox,1,Organic Search,,,,Builder
4313,2024-04-05,France,25,Steam,29,Paid User Acquisition,,,,Casual
4314,2024-04-05,United Kingdom,31,PlayStation,5,Steam Wishlist,,,,Trader
4315,2024-04-05,United States,27,Steam,4,Organic Search,,,,Explorer
4316,2024-04-05,United States,23,Xbox,9,Steam Wishlist,,,,Builder
4317,2024-04-05,Brazil,40,Steam,14,Seasonal Sale,,,,Builder
4318,2024-04-05,Brazil,22,Xbox,23,Friend Referral,,,,Explorer
4319,2024-04-05,Australia,19,Steam,12,Platform Store Feature,,,,Builder
4320,2024-04-05,Germany,33,Steam,2,Organic Search,,,,Casual
4321,2024-04-05,United States,20,PlayStation,17,Seasonal Sale,,,,Trader
4322,2024-04-05,Poland,31,Steam,3,Organic Search,,,,Builder
4323,2024-04-05,Brazil,46,PlayStation,6,Steam Wishlist,,,,Hardcore
4324,2024-04-05,United Kingdom,29,Steam,14,Seasonal Sale,,,,Trader
4325,2024-04-05,Poland,42,Steam,20,Creator/Streamer,,,,Casual
4326,2024-04-05,United States,26,PlayStation,1,Organic Search,,,,Casual
4327,2024-04-05,United Kingdom,26,Xbox,16,Seasonal Sale,,,,Builder
4328,2024-04-05,United States,44,PlayStation,21,Creator/Streamer,,,,Explorer
4329,2024-04-05,Turkey,36,PlayStation,17,Seasonal Sale,,,,Trader
4330,2024-04-05,France,21,Steam,9,Steam Wishlist,,,,Builder
4331,2024-04-05,United States,27,Steam,1,Organic Search,,,,Casual
4332,2024-04-05,Canada,32,Steam,14,Seasonal Sale,,,,Explorer
4333,2024-04-05,Canada,33,PlayStation,12,Platform Store Feature,,,,Casual
4334,2024-04-05,United Kingdom,18,PlayStation,3,Organic Search,,,,Builder
4335,2024-04-05,Japan,19,Steam,25,Friend Referral,,,,Explorer
4336,2024-04-05,United Kingdom,39,Xbox,1,Organic Search,,,,Builder
4337,2024-04-05,United States,20,PlayStation,22,Creator/Streamer,,,,Builder
4338,2024-04-05,United States,24,Xbox,1,Organic Search,,,,Casual
4339,2024-04-05,Sweden,23,Steam,1,Organic Search,,,,Hardcore
4340,2024-04-05,South Korea,29,Steam,9,Steam Wishlist,,,,Explorer
4341,2024-04-05,Germany,35,Steam,3,Organic Search,,,,Builder
4342,2024-04-05,United States,16,Steam,5,Steam Wishlist,,,,Explorer
4343,2024-04-05,Brazil,36,Steam,10,Platform Store Feature,,,,Explorer
4344,2024-04-05,Brazil,29,Steam,24,Friend Referral,,,,Builder
4345,2024-04-05,Turkey,25,Steam,8,Steam Wishlist,,,,Builder
4346,2024-04-05,United States,18,PlayStation,1,Organic Search,,,,Builder
4347,2024-04-05,United States,30,Steam,9,Steam Wishlist,,,,Hardcore
4348,2024-04-05,Germany,20,Steam,8,Steam Wishlist,,,,Casual
4349,2024-04-05,Japan,19,Steam,12,Platform Store Feature,,,,Casual
4350,2024-04-05,United States,50,Steam,2,Organic Search,,,,Casual
4351,2024-04-05,Germany,18,PlayStation,4,Organic Search,,,,Explorer
4352,2024-04-05,United Kingdom,27,Steam,5,Steam Wishlist,,,,Builder
4353,2024-04-06,Brazil,27,Steam,9,Steam Wishlist,,,,Builder
4354,2024-04-06,Germany,23,Xbox,21,Creator/Streamer,,,,Builder
4355,2024-04-06,United Kingdom,25,Steam,12,Platform Store Feature,,,,Trader
4356,2024-04-06,Poland,24,Steam,14,Seasonal Sale,,,,Explorer
4357,2024-04-06,Netherlands,40,Steam,11,Platform Store Feature,,,,Casual
4358,2024-04-06,Spain,20,Steam,18,Creator/Streamer,,,,Trader
4359,2024-04-06,United Kingdom,18,Steam,17,Seasonal Sale,,,,Casual
4360,2024-04-06,Germany,34,Steam,12,Platform Store Feature,,,,Casual
4361,2024-04-06,Canada,29,Steam,13,Platform Store Feature,,,,Explorer
4362,2024-04-06,France,17,Steam,3,Organic Search,,,,Hardcore
4363,2024-04-06,Turkey,19,Steam,17,Seasonal Sale,,,,Trader
4364,2024-04-06,Spain,36,Steam,16,Seasonal Sale,,,,Explorer
4365,2024-04-06,South Korea,37,Steam,25,Friend Referral,,,,Trader
4366,2024-04-06,Germany,43,PlayStation,8,Steam Wishlist,,,,Explorer
4367,2024-04-06,Poland,34,Xbox,3,Organic Search,,,,Explorer
4368,2024-04-06,Canada,33,Steam,19,Creator/Streamer,,,,Explorer
4369,2024-04-06,United States,36,PlayStation,17,Seasonal Sale,,,,Builder
4370,2024-04-06,United States,31,Steam,17,Seasonal Sale,,,,Explorer
4371,2024-04-06,United States,34,Steam,28,Paid User Acquisition,,,,Hardcore
4372,2024-04-06,Brazil,21,Steam,3,Organic Search,,,,Casual
4373,2024-04-06,Germany,37,PlayStation,6,Steam Wishlist,,,,Explorer
4374,2024-04-06,Japan,24,Xbox,23,Friend Referral,,,,Casual
4375,2024-04-06,Turkey,46,Steam,25,Friend Referral,,,,Builder
4376,2024-04-06,France,21,PlayStation,12,Platform Store Feature,,,,Casual
4377,2024-04-06,Brazil,22,Steam,16,Seasonal Sale,,,,Builder
4378,2024-04-06,Brazil,31,Steam,27,Paid User Acquisition,,,,Explorer
4379,2024-04-06,United Kingdom,50,PlayStation,17,Seasonal Sale,,,,Hardcore
4380,2024-04-06,Canada,34,Xbox,11,Platform Store Feature,,,,Casual
4381,2024-04-06,Netherlands,35,Steam,25,Friend Referral,,,,Hardcore
4382,2024-04-06,United Kingdom,50,PlayStation,7,Steam Wishlist,,,,Casual
4383,2024-04-06,Japan,37,Steam,18,Creator/Streamer,,,,Builder
4384,2024-04-06,Australia,26,Steam,12,Platform Store Feature,,,,Hardcore
4385,2024-04-06,Spain,53,PlayStation,10,Platform Store Feature,,,,Explorer
4386,2024-04-06,Canada,39,Steam,3,Organic Search,,,,Trader
4387,2024-04-06,France,37,Steam,8,Steam Wishlist,,,,Explorer
4388,2024-04-06,United States,17,Steam,11,Platform Store Feature,,,,Casual
4389,2024-04-06,United States,23,PlayStation,1,Organic Search,,,,Builder
4390,2024-04-06,Japan,20,Steam,20,Creator/Streamer,,,,Trader
4391,2024-04-06,Australia,19,Steam,4,Organic Search,,,,Trader
4392,2024-04-06,Brazil,36,Xbox,30,Paid User Acquisition,,,,Hardcore
4393,2024-04-06,Brazil,55,Steam,14,Seasonal Sale,,,,Explorer
4394,2024-04-06,United States,31,Steam,23,Friend Referral,,,,Hardcore
4395,2024-04-06,Spain,31,Steam,3,Organic Search,,,,Hardcore
4396,2024-04-06,Japan,25,PlayStation,7,Steam Wishlist,,,,Explorer
4397,2024-04-06,United States,25,PlayStation,22,Creator/Streamer,,,,Builder
4398,2024-04-06,Brazil,25,Steam,7,Steam Wishlist,,,,Hardcore
4399,2024-04-06,France,17,Steam,16,Seasonal Sale,,,,Builder
4400,2024-04-06,Germany,23,PlayStation,1,Organic Search,,,,Explorer
4401,2024-04-06,Netherlands,29,Xbox,16,Seasonal Sale,,,,Explorer
4402,2024-04-06,United States,25,Xbox,22,Creator/Streamer,,,,Builder
4403,2024-04-06,United States,21,Steam,8,Steam Wishlist,,,,Builder
4404,2024-04-06,France,21,PlayStation,21,Creator/Streamer,,,,Casual
4405,2024-04-06,United States,27,Steam,14,Seasonal Sale,,,,Casual
4406,2024-04-06,United Kingdom,29,PlayStation,5,Steam Wishlist,,,,Hardcore
4407,2024-04-06,Japan,44,Xbox,27,Paid User Acquisition,,,,Hardcore
4408,2024-04-06,United Kingdom,16,Steam,16,Seasonal Sale,,,,Trader
4409,2024-04-06,United Kingdom,16,Steam,25,Friend Referral,,,,Builder
4410,2024-04-06,United States,35,Steam,15,Seasonal Sale,,,,Hardcore
4411,2024-04-06,Spain,38,Steam,19,Creator/Streamer,,,,Explorer
4412,2024-04-06,Australia,23,Steam,2,Organic Search,,,,Builder
4413,2024-04-06,United States,16,Steam,17,Seasonal Sale,,,,Builder
4414,2024-04-06,Turkey,33,PlayStation,1,Organic Search,,,,Casual
4415,2024-04-06,United States,16,PlayStation,18,Creator/Streamer,,,,Casual
4416,2024-04-06,Germany,19,Steam,4,Organic Search,,,,Trader
4417,2024-04-06,United Kingdom,45,Steam,4,Organic Search,,,,Casual
4418,2024-04-06,United States,27,Steam,25,Friend Referral,,,,Builder
4419,2024-04-06,Brazil,19,Steam,12,Platform Store Feature,,,,Builder
4420,2024-04-06,Brazil,21,Steam,13,Platform Store Feature,,,,Builder
4421,2024-04-06,Germany,48,Xbox,15,Seasonal Sale,,,,Explorer
4422,2024-04-06,Netherlands,23,Steam,11,Platform Store Feature,,,,Explorer
4423,2024-04-06,United States,30,Xbox,3,Organic Search,,,,Casual
4424,2024-04-06,South Korea,35,PlayStation,14,Seasonal Sale,,,,Casual
4425,2024-04-06,Canada,51,Steam,1,Organic Search,,,,Trader
4426,2024-04-06,United Kingdom,33,Steam,6,Steam Wishlist,,,,Builder
4427,2024-04-06,United Kingdom,21,Steam,4,Organic Search,,,,Explorer
4428,2024-04-06,Brazil,25,Xbox,8,Steam Wishlist,,,,Hardcore
4429,2024-04-06,Sweden,20,Steam,8,Steam Wishlist,,,,Explorer
4430,2024-04-06,France,24,Steam,3,Organic Search,,,,Casual
4431,2024-04-06,United States,21,Steam,25,Friend Referral,,,,Explorer
4432,2024-04-06,South Korea,25,Steam,24,Friend Referral,,,,Casual
4433,2024-04-06,Germany,23,PlayStation,14,Seasonal Sale,,,,Builder
4434,2024-04-06,Poland,27,Steam,17,Seasonal Sale,,,,Explorer
4435,2024-04-06,Netherlands,18,PlayStation,11,Platform Store Feature,,,,Casual
4436,2024-04-06,France,22,Xbox,4,Organic Search,,,,Casual
4437,2024-04-06,Germany,30,Steam,16,Seasonal Sale,,,,Hardcore
4438,2024-04-06,Brazil,21,Steam,30,Paid User Acquisition,,,,Explorer
4439,2024-04-06,Australia,24,Steam,26,Paid User Acquisition,,,,Casual
4440,2024-04-06,Sweden,40,PlayStation,6,Steam Wishlist,,,,Casual
4441,2024-04-06,Sweden,36,PlayStation,25,Friend Referral,,,,Explorer
4442,2024-04-06,Germany,30,Xbox,25,Friend Referral,,,,Explorer
4443,2024-04-06,United States,23,Steam,6,Steam Wishlist,,,,Builder
4444,2024-04-06,Australia,45,PlayStation,5,Steam Wishlist,,,,Hardcore
4445,2024-04-06,United States,32,Steam,23,Friend Referral,,,,Builder
4446,2024-04-06,Germany,22,PlayStation,8,Steam Wishlist,,,,Explorer
4447,2024-04-06,United States,28,Steam,16,Seasonal Sale,,,,Explorer
4448,2024-04-06,Brazil,21,Steam,9,Steam Wishlist,,,,Trader
4449,2024-04-06,Canada,23,PlayStation,14,Seasonal Sale,,,,Hardcore
4450,2024-04-06,Poland,31,PlayStation,2,Organic Search,,,,Builder
4451,2024-04-06,Spain,46,Steam,25,Friend Referral,,,,Trader
4452,2024-04-06,United Kingdom,34,PlayStation,13,Platform Store Feature,,,,Explorer
4453,2024-04-07,United Kingdom,24,Steam,2,Organic Search,,,,Explorer
4454,2024-04-07,United States,23,Steam,18,Creator/Streamer,,,,Explorer
4455,2024-04-07,Germany,30,Steam,25,Friend Referral,,,,Builder
4456,2024-04-07,Germany,28,Steam,23,Friend Referral,,,,Explorer
4457,2024-04-07,Turkey,34,Steam,8,Steam Wishlist,,,,Explorer
4458,2024-04-07,United States,19,Xbox,17,Seasonal Sale,,,,Hardcore
4459,2024-04-07,Brazil,19,Steam,11,Platform Store Feature,,,,Explorer
4460,2024-04-07,United States,21,PlayStation,6,Steam Wishlist,,,,Casual
4461,2024-04-07,United Kingdom,25,PlayStation,18,Creator/Streamer,,,,Explorer
4462,2024-04-07,France,29,Steam,17,Seasonal Sale,,,,Builder
4463,2024-04-07,Spain,41,Steam,28,Paid User Acquisition,,,,Casual
4464,2024-04-07,Spain,20,Steam,14,Seasonal Sale,,,,Explorer
4465,2024-04-07,Sweden,36,Steam,17,Seasonal Sale,,,,Explorer
4466,2024-04-07,Netherlands,28,Steam,15,Seasonal Sale,,,,Explorer
4467,2024-04-07,United Kingdom,27,PlayStation,19,Creator/Streamer,,,,Casual
4468,2024-04-07,United Kingdom,18,Xbox,27,Paid User Acquisition,,,,Explorer
4469,2024-04-07,United Kingdom,24,Xbox,22,Creator/Streamer,,,,Casual
4470,2024-04-07,United States,28,PlayStation,3,Organic Search,,,,Casual
4471,2024-04-07,United States,19,Steam,17,Seasonal Sale,,,,Trader
4472,2024-04-07,Canada,18,Steam,4,Organic Search,,,,Hardcore
4473,2024-04-07,Spain,30,Xbox,5,Steam Wishlist,,,,Builder
4474,2024-04-07,United States,33,PlayStation,2,Organic Search,,,,Explorer
4475,2024-04-07,Sweden,27,Xbox,13,Platform Store Feature,,,,Casual
4476,2024-04-07,Poland,28,Xbox,20,Creator/Streamer,,,,Explorer
4477,2024-04-07,France,16,Steam,4,Organic Search,,,,Explorer
4478,2024-04-07,South Korea,21,Steam,1,Organic Search,,,,Builder
4479,2024-04-07,Poland,29,Steam,12,Platform Store Feature,,,,Explorer
4480,2024-04-07,South Korea,35,Steam,17,Seasonal Sale,,,,Trader
4481,2024-04-07,United States,33,Steam,25,Friend Referral,,,,Hardcore
4482,2024-04-07,Sweden,19,PlayStation,12,Platform Store Feature,,,,Hardcore
4483,2024-04-07,United States,28,Steam,23,Friend Referral,,,,Explorer
4484,2024-04-07,Sweden,26,Steam,15,Seasonal Sale,,,,Trader
4485,2024-04-07,Brazil,30,Xbox,20,Creator/Streamer,,,,Casual
4486,2024-04-07,United States,34,Steam,30,Paid User Acquisition,,,,Explorer
4487,2024-04-07,United States,25,Xbox,12,Platform Store Feature,,,,Builder
4488,2024-04-07,Spain,43,Xbox,1,Organic Search,,,,Builder
4489,2024-04-07,United Kingdom,24,PlayStation,13,Platform Store Feature,,,,Explorer
4490,2024-04-07,Japan,27,Steam,19,Creator/Streamer,,,,Explorer
4491,2024-04-07,South Korea,25,Steam,1,Organic Search,,,,Explorer
4492,2024-04-07,Japan,28,Steam,9,Steam Wishlist,,,,Builder
4493,2024-04-07,Canada,49,PlayStation,5,Steam Wishlist,,,,Explorer
4494,2024-04-07,United States,23,Steam,11,Platform Store Feature,,,,Builder
4495,2024-04-07,Canada,20,PlayStation,16,Seasonal Sale,,,,Explorer
4496,2024-04-07,United States,34,Xbox,4,Organic Search,,,,Explorer
4497,2024-04-07,Canada,28,Steam,12,Platform Store Feature,,,,Builder
4498,2024-04-07,Canada,30,PlayStation,13,Platform Store Feature,,,,Explorer
4499,2024-04-07,Canada,29,PlayStation,20,Creator/Streamer,,,,Explorer
4500,2024-04-07,Germany,33,Steam,4,Organic Search,,,,Explorer
4501,2024-04-07,France,23,PlayStation,2,Organic Search,,,,Explorer
4502,2024-04-07,France,25,Steam,20,Creator/Streamer,,,,Hardcore
4503,2024-04-07,United Kingdom,28,Xbox,7,Steam Wishlist,,,,Casual
4504,2024-04-07,France,63,Steam,8,Steam Wishlist,,,,Explorer
4505,2024-04-07,Poland,24,Xbox,4,Organic Search,,,,Hardcore
4506,2024-04-07,Australia,23,Steam,2,Organic Search,,,,Casual
4507,2024-04-07,Germany,49,Steam,1,Organic Search,,,,Explorer
4508,2024-04-07,United States,30,PlayStation,7,Steam Wishlist,,,,Explorer
4509,2024-04-07,Japan,28,Steam,15,Seasonal Sale,,,,Hardcore
4510,2024-04-07,United States,34,Steam,4,Organic Search,,,,Casual
4511,2024-04-07,United States,48,Steam,1,Organic Search,,,,Builder
4512,2024-04-07,United Kingdom,18,Steam,20,Creator/Streamer,,,,Hardcore
4513,2024-04-07,Brazil,27,PlayStation,24,Friend Referral,,,,Explorer
4514,2024-04-07,United Kingdom,41,PlayStation,14,Seasonal Sale,,,,Hardcore
4515,2024-04-07,Germany,17,Steam,28,Paid User Acquisition,,,,Casual
4516,2024-04-07,United States,30,PlayStation,29,Paid User Acquisition,,,,Explorer
4517,2024-04-07,United States,34,Steam,16,Seasonal Sale,,,,Hardcore
4518,2024-04-07,United States,29,Xbox,13,Platform Store Feature,,,,Explorer
4519,2024-04-07,Germany,31,PlayStation,7,Steam Wishlist,,,,Explorer
